date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:38:32	1846/1846	---M--	200	added ('OK')	image/png	etag:%22736-657477c6-23b9dd;;;%22	https://vinancee.com/assets/images/extra_images/p2p.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/extra_images/p2p.png	(from https://vinancee.com/)
00:38:32	206715/206715	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:35%20GMT	https://vinancee.com/p2p	C:/My%20Web%20Sites/VINANCEE/vinancee.com/p2p.html	(from https://vinancee.com/)
00:38:32	45838/45838	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:36%20GMT	https://vinancee.com/crypto-currency	C:/My%20Web%20Sites/VINANCEE/vinancee.com/crypto-currency.html	(from https://vinancee.com/)
00:38:33	54671/54671	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:36%20GMT	https://vinancee.com/about-us	C:/My%20Web%20Sites/VINANCEE/vinancee.com/about-us.html	(from https://vinancee.com/)
00:38:33	34065/34065	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:36%20GMT	https://vinancee.com/contact	C:/My%20Web%20Sites/VINANCEE/vinancee.com/contact.html	(from https://vinancee.com/)
00:38:33	38007/38007	---M--	200	added ('OK')	image/png	etag:%229477-6475f768-23ba73;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/banner_1.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/banner_1.png	(from https://vinancee.com/)
00:38:33	66986/66986	---M--	200	added ('OK')	image/png	etag:%22105aa-647f5a08-23ba74;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/banner_1_dark.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/banner_1_dark.png	(from https://vinancee.com/)
00:38:33	31675/31675	---M--	200	added ('OK')	image/png	etag:%227bbb-6475fa82-23ba75;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/bg.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/bg.png	(from https://vinancee.com/)
00:38:34	36141/36141	---M--	200	added ('OK')	image/png	etag:%228d2d-647f59c0-23ba76;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/bg_dark.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/bg_dark.png	(from https://vinancee.com/)
00:38:34	30643/30643	---M--	200	added ('OK')	image/png	etag:%2277b3-648dc8fe-23b9e9;;;%22	https://vinancee.com/assets/images/frontend/banner/648d9ecec9f4d1687002830.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/banner/648d9ecec9f4d1687002830.png	(from https://vinancee.com/)
00:38:34	2574/2574	---M--	200	added ('OK')	image/png	etag:%22a0e-648dc8fe-23b9ea;;;%22	https://vinancee.com/assets/images/frontend/banner/648d9eced917b1687002830.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/banner/648d9eced917b1687002830.png	(from https://vinancee.com/)
00:38:34	32610/32610	---M--	200	added ('OK')	image/png	etag:%227f62-648dc8fe-23b9eb;;;%22	https://vinancee.com/assets/images/frontend/banner/648d9ecedc3c91687002830.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/banner/648d9ecedc3c91687002830.png	(from https://vinancee.com/)
00:38:35	39133/39133	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:38%20GMT	https://vinancee.com/blog/zero-fee-bitcoin-trading-on-vinanceecom-revolutionizing-the-crypto-trading-experience-introduction/80	C:/My%20Web%20Sites/VINANCEE/vinancee.com/blog/zero-fee-bitcoin-trading-on-vinanceecom-revolutionizing-the-crypto-trading-experience-introduction/80.html	(from https://vinancee.com/)
00:38:35	31958/31958	---M--	200	added ('OK')	image/png	etag:%227cd6-64eb178a-23b9f2;;;%22	https://vinancee.com/assets/images/frontend/blog/thumb_64eaed5b147121693117787.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/blog/thumb_64eaed5b147121693117787.png	(from https://vinancee.com/)
00:38:35	35172/35172	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:39%20GMT	https://vinancee.com/blog/notice-on-the-removal-of-trading-bots-services-from-selected-spot-trading-pairs/79	C:/My%20Web%20Sites/VINANCEE/vinancee.com/blog/notice-on-the-removal-of-trading-bots-services-from-selected-spot-trading-pairs/79.html	(from https://vinancee.com/)
00:38:35	27415/27415	---M--	200	added ('OK')	image/png	etag:%226b17-64eb17ea-23b9f3;;;%22	https://vinancee.com/assets/images/frontend/blog/thumb_64eaedbb155211693117883.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/blog/thumb_64eaedbb155211693117883.png	(from https://vinancee.com/)
00:38:36	36330/36330	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:39%20GMT	https://vinancee.com/blog/auto-invest-adds-pendle-subscribe-to-auto-invest-to-get-up-to-2000-in-btc-token/78	C:/My%20Web%20Sites/VINANCEE/vinancee.com/blog/auto-invest-adds-pendle-subscribe-to-auto-invest-to-get-up-to-2000-in-btc-token/78.html	(from https://vinancee.com/)
00:38:36	27644/27644	---M--	200	added ('OK')	image/png	etag:%226bfc-64eb1872-23b9f5;;;%22	https://vinancee.com/assets/images/frontend/blog/thumb_64eaee4382f0d1693118019.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/blog/thumb_64eaee4382f0d1693118019.png	(from https://vinancee.com/)
00:38:41	34830/34830	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:40%20GMT	https://vinancee.com/blog/updates-on-minimum-order-size-for-spot-and-margin-trading-pairs/26	C:/My%20Web%20Sites/VINANCEE/vinancee.com/blog/updates-on-minimum-order-size-for-spot-and-margin-trading-pairs/26.html	(from https://vinancee.com/)
00:38:41	35608/35608	---M--	200	added ('OK')	image/png	etag:%228b18-64eb1820-23b9f4;;;%22	https://vinancee.com/assets/images/frontend/blog/thumb_64eaedf0ca2941693117936.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/blog/thumb_64eaedf0ca2941693117936.png	(from https://vinancee.com/)
00:38:41	15095/15095	---M--	200	added ('OK')	image/png	etag:%223af7-64807c56-23ba77;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/table-1.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/table-1.png	(from https://vinancee.com/)
00:38:41	13883/13883	---M--	200	added ('OK')	image/png	etag:%22363b-64807fcc-23ba78;;;%22	https://vinancee.com/assets/templates/basic/images/shapes/table-12.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/images/shapes/table-12.png	(from https://vinancee.com/)
00:38:41	463780/463780	---M--	200	added ('OK')	image/png	etag:%22713a4-6671a9ad-23b850;;;%22	https://vinancee.com/assets/images/frontend/choose_us/6671a9ad049c51718725037.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/choose_us/6671a9ad049c51718725037.png	(from https://vinancee.com/)
00:38:41	72880/72880	---M--	200	added ('OK')	image/png	etag:%2211cb0-648de1a2-23ba01;;;%22	https://vinancee.com/assets/images/frontend/how_to_invest/648db7736066c1687009139.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/how_to_invest/648db7736066c1687009139.png	(from https://vinancee.com/)
00:38:41	69900/69900	---M--	200	added ('OK')	image/png	etag:%221110c-648de1a2-23ba02;;;%22	https://vinancee.com/assets/images/frontend/how_to_invest/648db77371abe1687009139.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/how_to_invest/648db77371abe1687009139.png	(from https://vinancee.com/)
00:38:42	7113/7113	---M--	200	added ('OK')	image/png	etag:%221bc9-664b7f99-24624f;;;%22	https://vinancee.com/assets/images/currency/664b7f99bfa161716223897.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664b7f99bfa161716223897.png	(from https://vinancee.com/)
00:38:42	9269/9269	---M--	200	added ('OK')	image/png	etag:%222435-664c5007-23b857;;;%22	https://vinancee.com/assets/images/currency/664c5007176ff1716277255.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c5007176ff1716277255.png	(from https://vinancee.com/)
00:38:42	8328/8328	---M--	200	added ('OK')	image/png	etag:%222088-664c507b-23b85a;;;%22	https://vinancee.com/assets/images/currency/664c507b3b42e1716277371.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c507b3b42e1716277371.png	(from https://vinancee.com/)
00:38:42	6868/6868	---M--	200	added ('OK')	image/png	etag:%221ad4-664c52ea-23f470;;;%22	https://vinancee.com/assets/images/currency/664c52ea7a72f1716277994.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c52ea7a72f1716277994.png	(from https://vinancee.com/)
00:38:43	9129/9129	---M--	200	added ('OK')	image/png	etag:%2223a9-664c52a3-23b873;;;%22	https://vinancee.com/assets/images/currency/664c52a34d52d1716277923.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c52a34d52d1716277923.png	(from https://vinancee.com/)
00:38:43	7978/7978	---M--	200	added ('OK')	image/png	etag:%221f2a-664c5168-23700f;;;%22	https://vinancee.com/assets/images/currency/664c5168561e11716277608.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c5168561e11716277608.png	(from https://vinancee.com/)
00:38:43	10536/10536	---M--	200	added ('OK')	image/png	etag:%222928-664c5393-23f47a;;;%22	https://vinancee.com/assets/images/currency/664c5393e5dc71716278163.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c5393e5dc71716278163.png	(from https://vinancee.com/)
00:38:43	8083/8083	---M--	200	added ('OK')	image/png	etag:%221f93-664c5413-23f494;;;%22	https://vinancee.com/assets/images/currency/664c5413127081716278291.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/currency/664c5413127081716278291.png	(from https://vinancee.com/)
00:38:43	100843/100843	---M--	200	added ('OK')	image/png	etag:%22189eb-648de77e-23ba0c;;;%22	https://vinancee.com/assets/images/frontend/product/648dbd4f0b6951687010639.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/product/648dbd4f0b6951687010639.png	(from https://vinancee.com/)
00:38:44	321870/321870	---M--	200	added ('OK')	image/png	etag:%224e94e-6671ac69-23b9fc;;;%22	https://vinancee.com/assets/images/frontend/faq/6671ac6927f031718725737.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/faq/6671ac6927f031718725737.png	(from https://vinancee.com/)
00:38:44	321870/321870	---M--	200	added ('OK')	image/png	etag:%224e94e-6671ac69-23b9fd;;;%22	https://vinancee.com/assets/images/frontend/faq/6671ac693f3081718725737.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/faq/6671ac693f3081718725737.png	(from https://vinancee.com/)
00:38:44	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-648ebfde-23ba14;;;%22	https://vinancee.com/assets/images/frontend/subscribe/648e95af142521687066031.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/subscribe/648e95af142521687066031.png	(from https://vinancee.com/)
00:38:44	47130/47130	---M--	200	added ('OK')	image/png	etag:%22b81a-648ebfde-23ba13;;;%22	https://vinancee.com/assets/images/frontend/subscribe/648e95af074e21687066031.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/frontend/subscribe/648e95af074e21687066031.png	(from https://vinancee.com/)
00:38:45	34278/34278	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:49%20GMT	https://vinancee.com/policy/trade-policy/87	C:/My%20Web%20Sites/VINANCEE/vinancee.com/policy/trade-policy/87.html	(from https://vinancee.com/)
00:38:46	43635/43635	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:49%20GMT	https://vinancee.com/policy/terms-of-service/43	C:/My%20Web%20Sites/VINANCEE/vinancee.com/policy/terms-of-service/43.html	(from https://vinancee.com/)
00:38:46	34953/34953	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:49%20GMT	https://vinancee.com/policy/privacy-policy/42	C:/My%20Web%20Sites/VINANCEE/vinancee.com/policy/privacy-policy/42.html	(from https://vinancee.com/)
00:38:46	87533/87533	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22155ed-65d6f8d2-23b8ae;br%22	https://vinancee.com/assets/global/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/js/jquery-3.7.1.min.js	(from https://vinancee.com/)
00:38:46	78080/78080	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213100-648b232c-23b8a8;br%22	https://vinancee.com/assets/global/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/js/bootstrap.bundle.min.js	(from https://vinancee.com/)
00:38:46	5687/5687	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221637-65747fda-23ba7b;br%22	https://vinancee.com/assets/templates/basic/js/main.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/js/main.js	(from https://vinancee.com/)
00:38:47	154200/154200	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2225a58-64b026e8-23b8b1;br%22	https://vinancee.com/assets/global/js/pusher.min.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/js/pusher.min.js	(from https://vinancee.com/)
00:38:47	2750/2750	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22abe-65f044ee-23b8a9;br%22	https://vinancee.com/assets/global/js/broadcasting.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/js/broadcasting.js	(from https://vinancee.com/)
00:38:47	53179/53179	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22cfbb-630c75a4-23ba7f;br%22	https://vinancee.com/assets/templates/basic/js/slick.min.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/js/slick.min.js	(from https://vinancee.com/)
00:38:47	139624/139624	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2222168-647f2cb2-23ba80;br%22	https://vinancee.com/assets/templates/basic/js/swiper.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/js/swiper.js	(from https://vinancee.com/)
00:38:48	59/59	---M-Z	200	added ('OK')	application/json	date:Thu,%2019%20Dec%202024%2008:38:51%20GMT	https://vinancee.com/market/list	C:/My%20Web%20Sites/VINANCEE/vinancee.com/market/list.json	(from https://vinancee.com/)
00:38:48	12582/12582	---M--	200	added ('OK')	image/png	etag:%223126-6558bec0-23b9d8;;;%22	https://vinancee.com/assets/images/extra_images/empty.png	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/images/extra_images/empty.png	(from https://vinancee.com/)
00:38:49	327/327	---MC-	302	error ('Found')	text/html	date:Thu,%2019%20Dec%202024%2008:38:52%20GMT	https://vinancee.com/trade/:symbol	C:/My%20Web%20Sites/VINANCEE/vinancee.com/trade/_symbol	(from https://vinancee.com/)
00:38:49	41500/41500	---MCZ	200	added ('OK')	text/css	etag:W/%22a21c-648b232c-23b893;br%22	https://vinancee.com/assets/global/css/iziToast.min.css	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/css/iziToast.min.css	(from https://vinancee.com/)
00:38:49	18481/18481	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%224831-648b232c-23b8ad;br%22	https://vinancee.com/assets/global/js/iziToast.min.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/js/iziToast.min.js	(from https://vinancee.com/)
00:38:49	0/0	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202024%2008:38:53%20GMT	https://vinancee.com/cookie/accept	C:/My%20Web%20Sites/VINANCEE/vinancee.com/cookie/accept.html	(from https://vinancee.com/)
00:38:49	445/445	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221bd-6511add6-23ba7e;br%22	https://vinancee.com/assets/templates/basic/js/pwa/serviceworker.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/templates/basic/js/pwa/serviceworker.js	(from https://vinancee.com/)
00:38:50	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2019%20Dec%202024%2008:38:53%20GMT	https://vinancee.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/VINANCEE/vinancee.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://vinancee.com/)
00:38:50	8858/8858	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2019%20Dec%202024%2008:38:53%20GMT	https://vinancee.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/787bc399e22f/main.js?	C:/My%20Web%20Sites/VINANCEE/vinancee.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/787bc399e22f/maind41d.js	(from https://vinancee.com/)
00:38:51	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220c96-648b232c-23b8b5;br%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400.eot	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:52	134294/134294	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220c96-648b232c-23b8b5;br%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400d41d.eot	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:53	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%2212bc0-648b232c-23b8b9;;;%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400.woff2	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:54	89988/89988	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215f84-648b232c-23b8b8;;;%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400.woff	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:55	133988/133988	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%2220b64-648b232c-23b8b7;br%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400.ttf	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:57	747927/747927	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b6997-648b232c-23b8b6;br%22	https://vinancee.com/assets/global/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-brands-400.svg	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:57	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2284f2-648b232c-23b8ba;br%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400.eot	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:58	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2284f2-648b232c-23b8ba;br%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400d41d.eot	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:58	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%2233a8-648b232c-23b8be;;;%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400.woff2	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:59	16276/16276	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223f94-648b232c-23b8bd;;;%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400.woff	(from https://vinancee.com/assets/global/css/all.min.css)
00:38:59	33736/33736	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%2283c8-648b232c-23b8bc;br%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400.ttf	(from https://vinancee.com/assets/global/css/all.min.css)
00:39:00	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222354a-648b232c-23b8bb;br%22	https://vinancee.com/assets/global/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/VINANCEE/vinancee.com/assets/global/webfonts/fa-regular-400.svg	(from https://vinancee.com/assets/global/css/all.min.css)
